2020-7-15 0:0:19,26.6,99.9
2020-7-15 0:1:19,26.5,99.9
2020-7-15 0:2:19,26.5,99.9
2020-7-15 0:3:19,26.5,99.9
2020-7-15 0:4:20,26.6,99.9
2020-7-15 0:5:21,26.7,99.9
2020-7-15 0:6:20,26.7,99.9
2020-7-15 0:7:19,26.7,99.9
2020-7-15 0:8:19,26.7,99.9
2020-7-15 0:9:20,26.7,99.9
2020-7-15 0:10:20,26.5,99.9
2020-7-15 0:11:20,26.4,99.9
2020-7-15 0:12:20,26.4,99.9
2020-7-15 0:13:20,26.5,99.9
2020-7-15 0:14:20,26.5,99.9
2020-7-15 0:15:20,26.5,99.9
2020-7-15 0:16:20,26.5,99.9
2020-7-15 0:17:20,26.6,99.9
2020-7-15 0:18:20,26.7,99.9
2020-7-15 0:19:20,26.6,99.9
2020-7-15 0:20:20,26.5,99.9
2020-7-15 0:21:20,26.4,99.9
2020-7-15 0:22:20,26.4,99.9
2020-7-15 0:23:20,26.4,99.9
2020-7-15 0:24:20,26.5,99.9
2020-7-15 0:25:20,26.5,99.9
2020-7-15 0:26:20,26.5,99.9
2020-7-15 0:27:20,26.6,99.9
2020-7-15 0:28:20,26.5,99.9
2020-7-15 0:29:20,26.5,99.9
2020-7-15 0:30:20,26.3,99.9
2020-7-15 0:31:20,26.3,99.9
2020-7-15 0:32:20,26.3,99.9
2020-7-15 0:33:20,26.3,99.9
2020-7-15 0:34:20,26.4,99.9
2020-7-15 0:35:20,26.4,99.9
2020-7-15 0:36:20,26.5,99.9
2020-7-15 0:37:20,26.6,99.9
2020-7-15 0:38:21,26.5,99.9
2020-7-15 0:39:21,26.4,99.9
2020-7-15 0:40:21,26.3,99.9
2020-7-15 0:41:21,26.3,99.9
2020-7-15 0:42:21,26.3,99.9
2020-7-15 0:43:20,26.3,99.9
2020-7-15 0:44:21,26.4,99.9
2020-7-15 0:45:21,26.4,99.9
2020-7-15 0:46:21,26.5,99.9
2020-7-15 0:47:21,26.5,99.9
2020-7-15 0:48:21,26.4,99.9
2020-7-15 0:49:21,26.3,99.9
2020-7-15 0:50:21,26.2,99.9
2020-7-15 0:51:21,26.2,99.9
2020-7-15 0:52:21,26.2,99.9
2020-7-15 0:53:21,26.2,99.9
2020-7-15 0:54:21,26.3,99.9
2020-7-15 0:55:21,26.4,99.9
2020-7-15 0:56:21,26.4,99.9
2020-7-15 0:57:21,26.5,99.9
2020-7-15 0:58:21,26.4,99.9
2020-7-15 0:59:21,26.3,99.9
2020-7-15 1:0:21,26.3,99.9
2020-7-15 1:1:21,26.2,99.9
2020-7-15 1:2:21,26.1,99.9
2020-7-15 1:3:21,26.3,99.9
2020-7-15 1:4:21,26.4,99.9
2020-7-15 1:5:21,26.3,99.9
2020-7-15 1:6:21,26.4,99.9
2020-7-15 1:7:21,26.5,99.9
2020-7-15 1:8:21,26.4,99.9
2020-7-15 1:9:21,26.3,99.9
2020-7-15 1:10:21,26.2,99.9
2020-7-15 1:11:21,26.2,99.9
2020-7-15 1:12:21,26.2,99.9
2020-7-15 1:13:21,26.2,99.9
2020-7-15 1:14:21,26.3,99.9
2020-7-15 1:15:22,26.4,99.9
2020-7-15 1:16:21,26.4,99.9
2020-7-15 1:17:21,26.4,99.9
2020-7-15 1:18:21,26.4,99.9
2020-7-15 1:19:22,26.2,99.9
2020-7-15 1:20:21,26.2,99.9
2020-7-15 1:21:22,26.1,99.9
2020-7-15 1:22:21,26.1,99.9
2020-7-15 1:23:22,26.2,99.9
2020-7-15 1:24:21,26.2,99.9
2020-7-15 1:25:22,26.3,99.9
2020-7-15 1:26:22,26.4,99.9
2020-7-15 1:27:21,26.4,99.9
2020-7-15 1:28:21,26.4,99.9
2020-7-15 1:29:21,26.5,99.9
2020-7-15 1:30:21,26.4,99.9
2020-7-15 1:31:21,26.3,99.9
2020-7-15 1:32:21,26.1,99.9
2020-7-15 1:33:21,26.1,99.9
2020-7-15 1:34:22,26.2,99.9
2020-7-15 1:35:22,26.3,99.9
2020-7-15 1:36:21,26.2,99.9
2020-7-15 1:37:21,26.3,99.9
2020-7-15 1:38:22,26.4,99.9
2020-7-15 1:39:21,26.4,99.9
2020-7-15 1:40:21,26.3,99.9
2020-7-15 1:41:22,26.1,99.9
2020-7-15 1:42:21,26.1,99.9
2020-7-15 1:43:22,26.2,99.9
2020-7-15 1:44:21,26.1,99.9
2020-7-15 1:45:21,26.2,99.9
2020-7-15 1:46:21,26.3,99.9
2020-7-15 1:47:21,26.3,99.9
2020-7-15 1:48:21,26.4,99.9
2020-7-15 1:49:21,26.4,99.9
2020-7-15 1:50:21,26.4,99.9
2020-7-15 1:51:21,26.4,99.9
2020-7-15 1:52:21,26.2,99.9
2020-7-15 1:53:21,26.1,99.9
2020-7-15 1:54:21,26.1,99.9
2020-7-15 1:55:22,26.2,99.9
2020-7-15 1:56:22,26.2,99.9
2020-7-15 1:57:22,26.2,99.9
2020-7-15 1:58:22,26.3,99.9
2020-7-15 1:59:22,26.4,99.9
2020-7-15 2:0:22,26.4,99.9
2020-7-15 2:1:22,26.3,99.9
2020-7-15 2:2:22,26.2,99.9
2020-7-15 2:3:22,26.1,99.9
2020-7-15 2:4:22,26.1,99.9
2020-7-15 2:5:22,26.2,99.9
2020-7-15 2:6:22,26.2,99.9
2020-7-15 2:7:22,26.2,99.9
2020-7-15 2:8:22,26.3,99.9
2020-7-15 2:9:22,26.4,99.9
2020-7-15 2:10:22,26.4,99.9
2020-7-15 2:11:22,26.4,99.9
2020-7-15 2:12:22,26.3,99.9
2020-7-15 2:13:22,26.2,99.9
2020-7-15 2:14:22,26.1,99.9
2020-7-15 2:15:22,26.1,99.9
2020-7-15 2:16:22,26.1,99.9
2020-7-15 2:17:22,26.2,99.9
2020-7-15 2:18:22,26.2,99.9
2020-7-15 2:19:22,26.3,99.9
2020-7-15 2:20:22,26.4,99.9
2020-7-15 2:21:22,26.4,99.9
2020-7-15 2:22:22,26.3,99.9
2020-7-15 2:23:22,26.1,99.9
2020-7-15 2:24:22,26,99.9
2020-7-15 2:25:23,26.1,99.9
2020-7-15 2:26:23,26.2,99.9
2020-7-15 2:27:23,26.2,99.9
2020-7-15 2:28:22,26.2,99.9
2020-7-15 2:29:22,26.3,99.9
2020-7-15 2:30:22,26.3,99.9
2020-7-15 2:31:22,26.4,99.9
2020-7-15 2:32:23,26.2,99.9
2020-7-15 2:33:23,26.1,99.9
2020-7-15 2:34:23,26,99.9
2020-7-15 2:35:22,26,99.9
2020-7-15 2:36:22,26,99.9
2020-7-15 2:37:22,26.1,99.9
2020-7-15 2:38:22,26.1,99.9
2020-7-15 2:39:22,26.2,99.9
2020-7-15 2:40:23,26.3,99.9
2020-7-15 2:41:22,26.3,99.9
2020-7-15 2:42:23,26.4,99.9
2020-7-15 2:43:22,26.4,99.9
2020-7-15 2:44:22,26.3,99.9
2020-7-15 2:45:22,26.1,99.9
2020-7-15 2:46:22,26.1,99.9
2020-7-15 2:47:22,26,99.9
2020-7-15 2:48:23,26.1,99.9
2020-7-15 2:49:23,26.2,99.9
2020-7-15 2:50:23,26.2,99.9
2020-7-15 2:51:22,26.2,99.9
2020-7-15 2:52:22,26.3,99.9
2020-7-15 2:53:22,26.3,99.9
2020-7-15 2:54:22,26.3,99.9
2020-7-15 2:55:22,26.3,99.9
2020-7-15 2:56:23,26,99.9
2020-7-15 2:57:23,26,99.9
2020-7-15 2:58:23,26,99.9
2020-7-15 2:59:22,26,99.9
2020-7-15 3:0:22,26.1,99.9
2020-7-15 3:1:22,26.2,99.9
2020-7-15 3:2:22,26.2,99.9
2020-7-15 3:3:23,26.4,99.9
2020-7-15 3:4:23,26.4,99.9
2020-7-15 3:5:23,26.3,99.9
2020-7-15 3:6:23,26.2,99.9
2020-7-15 3:7:23,26,99.9
2020-7-15 3:8:23,26,99.9
2020-7-15 3:9:23,26,99.9
2020-7-15 3:10:23,26.1,99.9
2020-7-15 3:11:23,26.2,99.9
2020-7-15 3:12:23,26.2,99.9
2020-7-15 3:13:23,26.3,99.9
2020-7-15 3:14:23,26.3,99.9
2020-7-15 3:15:24,26.4,99.9
2020-7-15 3:16:24,26.3,99.9
2020-7-15 3:17:24,26.2,99.9
2020-7-15 3:18:23,26.1,99.9
2020-7-15 3:19:23,26,99.9
2020-7-15 3:20:23,26,99.9
2020-7-15 3:21:23,26,99.9
